audio_name,image_name,experiment_number,label_1,label_2,label_3
Exp_10_29_7.wav,Exp_10_29_7.jpg,10_29,Non-defective,,
Exp_10_3_8.wav,Exp_10_3_8.jpg,10_3,Balling,,
Exp_10_3_2.wav,Exp_10_3_2.jpg,10_3,Balling,,
Exp_10_3_3.wav,Exp_10_3_3.jpg,10_3,Balling,,
Exp_10_3_4.wav,Exp_10_3_4.jpg,10_3,Balling,,
Exp_10_3_5.wav,Exp_10_3_5.jpg,10_3,Balling,,
Exp_10_3_6.wav,Exp_10_3_6.jpg,10_3,Balling,,
Exp_10_3_7.wav,Exp_10_3_7.jpg,10_3,Balling,,
Exp_10_3_11.wav,Exp_10_3_11.jpg,10_3,Balling,,
Exp_10_3_9.wav,Exp_10_3_9.jpg,10_3,Balling,,
Exp_10_3_1.wav,Exp_10_3_1.jpg,10_3,Balling,,
Exp_10_3_10.wav,Exp_10_3_10.jpg,10_3,Balling,,
Exp_10_30_1.wav,Exp_10_30_1.jpg,10_30,Laser-off,Shielding Gas-on,
Exp_10_30_2.wav,Exp_10_30_2.jpg,10_30,Laser-off,Shielding Gas-on,
Exp_10_30_3.wav,Exp_10_30_3.jpg,10_30,Laser-off,Shielding Gas-on,
Exp_10_31_6.wav,Exp_10_31_6.jpg,10_31,Non-defective,,
Exp_10_31_1.wav,Exp_10_31_1.jpg,10_31,Non-defective,,
Exp_10_31_10.wav,Exp_10_31_10.jpg,10_31,Non-defective,,
Exp_10_31_2.wav,Exp_10_31_2.jpg,10_31,Non-defective,,
Exp_10_31_3.wav,Exp_10_31_3.jpg,10_31,Non-defective,,
Exp_10_31_4.wav,Exp_10_31_4.jpg,10_31,Non-defective,,
Exp_10_31_5.wav,Exp_10_31_5.jpg,10_31,Non-defective,,
Exp_10_31_11.wav,Exp_10_31_11.jpg,10_31,Non-defective,,
Exp_10_31_9.wav,Exp_10_31_9.jpg,10_31,Non-defective,,
Exp_10_31_7.wav,Exp_10_31_7.jpg,10_31,Non-defective,,
Exp_10_31_8.wav,Exp_10_31_8.jpg,10_31,Non-defective,,
Exp_10_32_3.wav,Exp_10_32_3.jpg,10_32,Laser-off,Shielding Gas-on,
Exp_10_32_2.wav,Exp_10_32_2.jpg,10_32,Laser-off,Shielding Gas-on,
Exp_10_32_1.wav,Exp_10_32_1.jpg,10_32,Laser-off,Shielding Gas-on,
Exp_10_33_10.wav,Exp_10_33_10.jpg,10_33,Non-defective,,
Exp_10_33_1.wav,Exp_10_33_1.jpg,10_33,Non-defective,,
Exp_10_33_2.wav,Exp_10_33_2.jpg,10_33,Non-defective,,
Exp_10_33_4.wav,Exp_10_33_4.jpg,10_33,Non-defective,,
Exp_10_33_9.wav,Exp_10_33_9.jpg,10_33,Non-defective,,
Exp_10_33_8.wav,Exp_10_33_8.jpg,10_33,Non-defective,,
Exp_10_33_7.wav,Exp_10_33_7.jpg,10_33,Non-defective,,
Exp_10_33_6.wav,Exp_10_33_6.jpg,10_33,Non-defective,,
Exp_10_33_5.wav,Exp_10_33_5.jpg,10_33,Non-defective,,
Exp_10_33_11.wav,Exp_10_33_11.jpg,10_33,Non-defective,,
Exp_10_33_3.wav,Exp_10_33_3.jpg,10_33,Non-defective,,
Exp_10_34_6.wav,Exp_10_34_6.jpg,10_34,Balling,,
Exp_10_34_8.wav,Exp_10_34_8.jpg,10_34,Balling,,
Exp_10_34_1.wav,Exp_10_34_1.jpg,10_34,Balling,,
Exp_10_34_2.wav,Exp_10_34_2.jpg,10_34,Balling,,
Exp_10_34_3.wav,Exp_10_34_3.jpg,10_34,Balling,,
Exp_10_34_4.wav,Exp_10_34_4.jpg,10_34,Balling,,
Exp_10_34_5.wav,Exp_10_34_5.jpg,10_34,Balling,,
Exp_10_34_7.wav,Exp_10_34_7.jpg,10_34,Balling,,
Exp_10_34_9.wav,Exp_10_34_9.jpg,10_34,Balling,,
Exp_10_35_4.wav,Exp_10_35_4.jpg,10_35,Non-defective,,
Exp_10_35_1.wav,Exp_10_35_1.jpg,10_35,Non-defective,,
Exp_10_35_9.wav,Exp_10_35_9.jpg,10_35,Non-defective,,
Exp_10_35_8.wav,Exp_10_35_8.jpg,10_35,Non-defective,,
Exp_10_35_7.wav,Exp_10_35_7.jpg,10_35,Non-defective,,
Exp_10_35_6.wav,Exp_10_35_6.jpg,10_35,Non-defective,,
Exp_10_35_5.wav,Exp_10_35_5.jpg,10_35,Non-defective,,
Exp_10_35_2.wav,Exp_10_35_2.jpg,10_35,Non-defective,,
Exp_10_35_3.wav,Exp_10_35_3.jpg,10_35,Non-defective,,
Exp_10_36_1.wav,Exp_10_36_1.jpg,10_36,Laser-off,Shielding Gas-on,
Exp_10_36_2.wav,Exp_10_36_2.jpg,10_36,Laser-off,Shielding Gas-on,
Exp_10_36_3.wav,Exp_10_36_3.jpg,10_36,Laser-off,Shielding Gas-on,
Exp_10_36_4.wav,Exp_10_36_4.jpg,10_36,Laser-off,Shielding Gas-on,
Exp_10_37_7.wav,Exp_10_37_7.jpg,10_37,Non-defective,,
Exp_10_37_6.wav,Exp_10_37_6.jpg,10_37,Non-defective,,
Exp_10_37_1.wav,Exp_10_37_1.jpg,10_37,Non-defective,,
Exp_10_37_10.wav,Exp_10_37_10.jpg,10_37,Non-defective,,
Exp_10_37_11.wav,Exp_10_37_11.jpg,10_37,Non-defective,,
Exp_10_37_2.wav,Exp_10_37_2.jpg,10_37,Non-defective,,
Exp_10_37_3.wav,Exp_10_37_3.jpg,10_37,Non-defective,,
Exp_10_37_5.wav,Exp_10_37_5.jpg,10_37,Non-defective,,
Exp_10_37_4.wav,Exp_10_37_4.jpg,10_37,Non-defective,,
Exp_10_37_8.wav,Exp_10_37_8.jpg,10_37,Non-defective,,
Exp_10_37_9.wav,Exp_10_37_9.jpg,10_37,Non-defective,,
Exp_10_38_2.wav,Exp_10_38_2.jpg,10_38,Non-defective,,
Exp_10_38_8.wav,Exp_10_38_8.jpg,10_38,Non-defective,,
Exp_10_38_1.wav,Exp_10_38_1.jpg,10_38,Non-defective,,
Exp_10_38_7.wav,Exp_10_38_7.jpg,10_38,Non-defective,,
Exp_10_38_6.wav,Exp_10_38_6.jpg,10_38,Non-defective,,
Exp_10_38_5.wav,Exp_10_38_5.jpg,10_38,Non-defective,,
Exp_10_38_4.wav,Exp_10_38_4.jpg,10_38,Non-defective,,
Exp_10_38_3.wav,Exp_10_38_3.jpg,10_38,Non-defective,,
Exp_10_39_2.wav,Exp_10_39_2.jpg,10_39,Laser-off,Shielding Gas-on,
Exp_10_39_4.wav,Exp_10_39_4.jpg,10_39,Laser-off,Shielding Gas-on,
Exp_10_39_3.wav,Exp_10_39_3.jpg,10_39,Laser-off,Shielding Gas-on,
Exp_10_39_1.wav,Exp_10_39_1.jpg,10_39,Laser-off,Shielding Gas-on,
Exp_10_4_8.wav,Exp_10_4_8.jpg,10_4,Balling,,
Exp_10_4_3.wav,Exp_10_4_3.jpg,10_4,Balling,,
Exp_10_4_4.wav,Exp_10_4_4.jpg,10_4,Balling,,
Exp_10_4_5.wav,Exp_10_4_5.jpg,10_4,Balling,,
Exp_10_4_6.wav,Exp_10_4_6.jpg,10_4,Balling,,
Exp_10_4_7.wav,Exp_10_4_7.jpg,10_4,Balling,,
Exp_10_4_9.wav,Exp_10_4_9.jpg,10_4,Balling,,
Exp_10_4_1.wav,Exp_10_4_1.jpg,10_4,Balling,,
Exp_10_4_2.wav,Exp_10_4_2.jpg,10_4,Balling,,
Exp_10_40_9.wav,Exp_10_40_9.jpg,10_40,Non-defective,,
Exp_10_40_1.wav,Exp_10_40_1.jpg,10_40,Non-defective,,
Exp_10_40_2.wav,Exp_10_40_2.jpg,10_40,Non-defective,,
Exp_10_40_3.wav,Exp_10_40_3.jpg,10_40,Non-defective,,
Exp_10_40_4.wav,Exp_10_40_4.jpg,10_40,Non-defective,,
Exp_10_40_5.wav,Exp_10_40_5.jpg,10_40,Non-defective,,
Exp_10_40_6.wav,Exp_10_40_6.jpg,10_40,Non-defective,,
Exp_10_40_8.wav,Exp_10_40_8.jpg,10_40,Non-defective,,
Exp_10_40_7.wav,Exp_10_40_7.jpg,10_40,Non-defective,,
Exp_10_41_1.wav,Exp_10_41_1.jpg,10_41,Non-defective,,
Exp_10_41_2.wav,Exp_10_41_2.jpg,10_41,Non-defective,,
Exp_10_41_8.wav,Exp_10_41_8.jpg,10_41,Non-defective,,
Exp_10_41_3.wav,Exp_10_41_3.jpg,10_41,Non-defective,,
Exp_10_41_4.wav,Exp_10_41_4.jpg,10_41,Non-defective,,
Exp_10_41_5.wav,Exp_10_41_5.jpg,10_41,Non-defective,,
Exp_10_41_6.wav,Exp_10_41_6.jpg,10_41,Non-defective,,
Exp_10_41_9.wav,Exp_10_41_9.jpg,10_41,Non-defective,,
Exp_10_41_7.wav,Exp_10_41_7.jpg,10_41,Non-defective,,
Exp_10_42_1.wav,Exp_10_42_1.jpg,10_42,Laser-off,Shielding Gas-on,
Exp_10_42_2.wav,Exp_10_42_2.jpg,10_42,Laser-off,Shielding Gas-on,
Exp_10_42_3.wav,Exp_10_42_3.jpg,10_42,Laser-off,Shielding Gas-on,
Exp_10_43_7.wav,Exp_10_43_7.jpg,10_43,Non-defective,,
Exp_10_43_8.wav,Exp_10_43_8.jpg,10_43,Non-defective,,
Exp_10_43_6.wav,Exp_10_43_6.jpg,10_43,Non-defective,,
Exp_10_43_5.wav,Exp_10_43_5.jpg,10_43,Non-defective,,
Exp_10_43_4.wav,Exp_10_43_4.jpg,10_43,Non-defective,,
Exp_10_43_3.wav,Exp_10_43_3.jpg,10_43,Non-defective,,
Exp_10_43_10.wav,Exp_10_43_10.jpg,10_43,Non-defective,,
Exp_10_43_1.wav,Exp_10_43_1.jpg,10_43,Non-defective,,
Exp_10_43_9.wav,Exp_10_43_9.jpg,10_43,Non-defective,,
Exp_10_43_2.wav,Exp_10_43_2.jpg,10_43,Non-defective,,
Exp_10_44_2.wav,Exp_10_44_2.jpg,10_44,Laser-off,Shielding Gas-on,
Exp_10_44_3.wav,Exp_10_44_3.jpg,10_44,Laser-off,Shielding Gas-on,
Exp_10_44_1.wav,Exp_10_44_1.jpg,10_44,Laser-off,Shielding Gas-on,
Exp_10_45_5.wav,Exp_10_45_5.jpg,10_45,Non-defective,,
Exp_10_45_2.wav,Exp_10_45_2.jpg,10_45,Non-defective,,
Exp_10_45_12.wav,Exp_10_45_12.jpg,10_45,Non-defective,,
Exp_10_45_11.wav,Exp_10_45_11.jpg,10_45,Non-defective,,
Exp_10_45_10.wav,Exp_10_45_10.jpg,10_45,Non-defective,,
Exp_10_45_1.wav,Exp_10_45_1.jpg,10_45,Non-defective,,
Exp_10_45_3.wav,Exp_10_45_3.jpg,10_45,Non-defective,,
Exp_10_45_4.wav,Exp_10_45_4.jpg,10_45,Non-defective,,
Exp_10_45_9.wav,Exp_10_45_9.jpg,10_45,Non-defective,,
Exp_10_45_8.wav,Exp_10_45_8.jpg,10_45,Non-defective,,
Exp_10_45_7.wav,Exp_10_45_7.jpg,10_45,Non-defective,,
Exp_10_45_6.wav,Exp_10_45_6.jpg,10_45,Non-defective,,
Exp_10_46_6.wav,Exp_10_46_6.jpg,10_46,Non-defective,,
Exp_10_46_7.wav,Exp_10_46_7.jpg,10_46,Non-defective,,
